ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;LAU
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;270
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;166
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;76
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;231
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;F;273
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;M;88
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;10;Services;F;80
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;10;Services;M;107
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;123
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;56
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;237
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;125
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;121
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;124
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;304
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;162
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;72
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;178
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;52
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;51
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;10;Services;F;4
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;10;Services;M;8
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;109
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;48
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;24
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;18
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;382
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;200
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;02;Arts and humanities;F;1
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;F;3
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;1
2021;01801;Pavia - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;09;Health and welfare;F;1
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;10
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;5
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;F;300
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;M;250
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;17
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;10
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;107
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;378
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;F;429
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;M;175
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;10;Services;F;23
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;10;Services;M;73
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;8
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;16
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;76
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;72
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;9
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;8
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;71
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;269
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;35
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;36
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;88
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;46
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;10
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;12
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;135
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;121
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;F;2
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;M;1
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;1
2021;01701;Brescia - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;09;Health and welfare;F;1
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;01;Education;F;657
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;01;Education;M;59
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;F;466
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;M;95
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;532
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;202
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;F;341
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;M;278
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;98
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;279
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;01;Education;F;167
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;01;Education;M;21
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;187
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;53
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;258
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;69
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;229
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;191
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;75
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;218
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;10;Services;F;60
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;10;Services;M;10
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;F;55
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;M;1
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;71
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;102
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;02;Arts and humanities;M;1
2021;01601;Bergamo - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;1
2021;01510;Rozzano (MI) - Humanitas University;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;F;77
2021;01510;Rozzano (MI) - Humanitas University;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;M;26
2021;01510;Rozzano (MI) - Humanitas University;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;54
2021;01510;Rozzano (MI) - Humanitas University;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;28
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;01;Education;F;432
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;01;Education;M;47
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;848
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;358
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;F;536
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;M;506
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;404
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;425
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);F;28
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);M;192
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;F;301
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;M;74
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;10;Services;F;125
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea;10;Services;M;40
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;01;Education;F;264
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;01;Education;M;44
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;567
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;209
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;230
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;280
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;327
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;306
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;25
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;148
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;11
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;21
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;54
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;17
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;10;Services;F;33
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;10;Services;M;12
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;F;284
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;M;10
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;189
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;79
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;77
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;72
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;01;Education;F;8
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;01;Education;M;1
2021;01509;Milano-Bicocca - Universit  degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;F;1
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;F;14
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;M;25
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;56
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;11
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;30
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;4
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;F;98
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;M;35
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;24
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;30
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;82
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;12
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;52
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;14
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;8
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;4
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;110
2021;01508;Milano - Universit  Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;98
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;F;274
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;M;35
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;693
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;288
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea;10;Services;F;79
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea;10;Services;M;40
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;183
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;48
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;203
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;53
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea Magistrale;10;Services;F;31
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Laurea Magistrale;10;Services;M;5
2021;01505;Milano - Libera Universit  di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Vecchio Ordinamento;02;Arts and humanities;F;1
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;01;Education;F;346
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;01;Education;M;27
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;F;1126
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;M;220
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;843
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;418
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;F;1167
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;M;1030
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;40
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;16
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;67
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;72
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;09;Health and welfare;F;412
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;09;Health and welfare;M;133
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;10;Services;F;69
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea;10;Services;M;153
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;01;Education;F;236
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;01;Education;M;26
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;558
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;104
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;821
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;248
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;886
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;864
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;62
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;55
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;49
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;60
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;141
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;57
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;F;351
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;M;12
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;203
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;126
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;180
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;141
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Vecchio Ordinamento;01;Education;F;7
2021;01504;"Milano - Universit  Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Vecchio Ordinamento;01;Education;M;1
2021;01503;"Milano - Universit  commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;181
2021;01503;"Milano - Universit  commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;352
2021;01503;"Milano - Universit  commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;F;774
2021;01503;"Milano - Universit  commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;M;1096
2021;01503;"Milano - Universit  commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;115
2021;01503;"Milano - Universit  commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;227
2021;01503;"Milano - Universit  commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;784
2021;01503;"Milano - Universit  commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;850
2021;01503;"Milano - Universit  commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;18
